1 :  49   [[83, 41, 23], [83, 36, 29], [84, 45, 20], [98, 49], [79, 70], [90, 57], [96, 46], [93, 57], [92, 57], [98, 43], [84, 62], [93, 55], [84, 55], [86, 60], [82, 60], [91, 57], [87, 58], [67, 74], [94, 43], [80, 70], [96, 50], [79, 45, 26], [91, 59], [69, 73], [85, 64], [74, 69], [81, 58], [76, 66], [98, 46], [80, 69], [33, 85, 32], [84, 62], [82, 58], [73, 71], [78, 49], [78, 42, 25], [80, 70], [84, 42, 24], [78, 72], [78, 55], [38, 73, 38], [73, 44, 33], [43, 39, 42, 25], [49, 41, 47], [43, 41, 33, 32], [36, 42, 44, 27], [42, 28, 39, 38], [36, 37, 27, 35], [23, 30, 30, 30]]
73 :  49   [[96, 49], [98, 45], [78, 71], [86, 55], [90, 58], [98, 50], [98, 49], [85, 62], [84, 62], [57, 47, 41], [84, 60], [93, 57], [70, 80], [91, 58], [96, 49], [83, 59], [60, 74], [35, 78, 33], [85, 42, 23], [87, 57], [79, 70], [91, 57], [67, 82], [84, 43, 23], [84, 66], [73, 73], [81, 69], [94, 55], [93, 44], [79, 69], [84, 38, 27], [73, 74], [78, 72], [76, 73], [42, 78, 25], [80, 70], [64, 83], [80, 69], [92, 58], [82, 44, 24], [55, 41, 45], [43, 43, 36, 27], [42, 43, 36, 25], [41, 46, 30, 33], [46, 38, 33, 32], [42, 42, 39, 26], [38, 36, 39, 28], [37, 32, 29, 30, 20], [30]]
74 :  49   [[98, 49], [96, 50], [80, 69], [85, 57], [84, 62], [76, 74], [93, 57], [73, 74], [71, 79], [94, 55], [80, 70], [93, 57], [91, 58], [98, 43], [90, 60], [87, 60], [96, 49], [82, 64], [55, 79], [98, 49], [85, 55], [83, 44, 23], [84, 66], [86, 59], [92, 58], [83, 67], [91, 58], [84, 30, 36], [78, 70], [45, 78, 25], [73, 70], [84, 62], [72, 78], [78, 45, 27], [80, 69], [84, 33, 33], [81, 42, 27], [82, 46, 20], [42, 44, 41], [73, 73], [43, 57, 46], [41, 42, 39, 28], [69, 30, 43], [47, 39, 43], [36, 42, 42, 29], [41, 38, 38, 33], [37, 38, 36, 35], [32, 30, 32, 25, 26], [24, 23]]
75 :  49   [[78, 72], [83, 67], [92, 49], [85, 62], [80, 69], [98, 49], [84, 58], [93, 55], [96, 44], [90, 60], [84, 66], [84, 39, 27], [85, 62], [80, 70], [98, 49], [70, 73], [84, 43, 23], [73, 73], [98, 46], [91, 59], [94, 55], [93, 43], [74, 45, 23], [64, 82], [81, 57], [73, 46, 30], [87, 58], [82, 43, 25], [80, 69], [71, 79], [96, 50], [91, 58], [70, 78], [84, 57], [78, 69], [86, 57], [76, 74], [83, 60], [47, 57, 45], [78, 42, 29], [79, 43, 27], [55, 41, 41], [30, 42, 33, 39], [42, 36, 37, 33], [44, 42, 38, 26], [38, 42, 36, 32], [36, 41, 38, 32], [35, 33, 30, 28, 24], [25, 20]]
76 :  49   [[92, 57], [98, 49], [81, 69], [98, 49], [74, 76], [85, 62], [93, 57], [70, 80], [87, 60], [83, 57], [78, 69], [96, 49], [84, 60], [98, 36], [82, 67], [84, 62], [72, 74], [84, 66], [96, 50], [70, 80], [93, 57], [69, 80], [91, 59], [71, 70], [91, 58], [84, 58], [85, 64], [94, 55], [79, 55], [83, 42, 24], [90, 43], [84, 58], [73, 73], [86, 55], [82, 46, 20], [78, 44, 27], [73, 73], [79, 42, 29], [78, 43, 25], [78, 42, 30], [43, 45, 38, 23], [39, 32, 36, 42], [36, 45, 42, 26], [47, 33, 43, 27], [46, 44, 32, 28], [41, 38, 41, 30], [39, 41, 35, 33], [38, 37, 33, 30], [25, 23]]
77 :  49   [[93, 57], [66, 84], [73, 74], [58, 92], [94, 55], [78, 49, 23], [83, 67], [98, 49], [98, 50], [87, 60], [84, 33, 32], [78, 69], [93, 57], [96, 46], [96, 49], [98, 43], [91, 58], [70, 80], [74, 62], [69, 81], [90, 59], [70, 80], [82, 60], [83, 39, 27], [84, 55], [91, 57], [73, 73], [73, 76], [85, 45], [82, 36, 30], [55, 84], [86, 62], [64, 85], [71, 79], [78, 72], [84, 57], [78, 42, 26], [80, 69], [79, 70], [42, 43, 44, 20], [42, 58, 46], [44, 47, 41], [41, 42, 43, 23], [45, 42, 36, 27], [37, 41, 33, 38], [39, 43, 38, 30], [29, 25, 28, 36, 30], [38, 35, 33, 32], [24, 25]]
78 :  49   [[84, 60], [96, 49], [81, 67], [82, 44, 23], [98, 42], [96, 50], [91, 57], [82, 59], [58, 91], [84, 62], [74, 76], [84, 45, 20], [69, 79], [98, 49], [79, 69], [90, 60], [64, 69], [98, 49], [80, 70], [78, 72], [71, 78], [86, 62], [93, 57], [93, 55], [85, 55], [92, 58], [70, 80], [84, 66], [94, 55], [85, 47], [87, 38, 25], [73, 74], [78, 70], [83, 58], [84, 57], [43, 83, 24], [46, 73, 29], [36, 73, 38], [42, 45, 43], [80, 42, 28], [73, 32, 44], [43, 78, 27], [42, 43, 33, 32], [46, 57, 41], [41, 37, 35, 33], [33, 39, 42, 36], [41, 39, 38, 30], [26, 30, 36, 30, 27], [25, 23]]
79 :  49   [[93, 49], [91, 58], [98, 49], [85, 60], [79, 69], [92, 58], [98, 43], [96, 50], [82, 66], [96, 49], [86, 58], [94, 55], [84, 57], [78, 70], [43, 83, 23], [73, 76], [98, 42], [91, 57], [80, 70], [82, 67], [84, 57], [80, 69], [74, 73], [73, 72], [87, 62], [62, 84], [90, 59], [93, 57], [84, 60], [84, 64], [78, 71], [85, 55], [42, 74, 32], [35, 78, 33], [83, 44, 23], [81, 69], [79, 70], [55, 42, 46], [78, 46, 26], [43, 80, 25], [73, 47, 29], [45, 36, 41, 27], [41, 42, 38, 28], [41, 42, 45, 20], [32, 39, 38, 36], [43, 44, 38, 25], [39, 36, 33, 37], [30, 30, 33, 30, 27], [24]]
80 :  49   [[98, 50], [93, 57], [98, 45], [85, 64], [84, 66], [82, 67], [84, 62], [91, 58], [92, 58], [74, 73], [78, 49, 23], [93, 55], [83, 59], [90, 60], [81, 41, 27], [79, 58], [82, 60], [91, 57], [87, 57], [98, 46], [86, 55], [94, 55], [96, 45], [74, 76], [78, 70], [78, 70], [80, 69], [69, 73], [83, 42, 25], [84, 57], [96, 39], [85, 43, 20], [84, 62], [80, 70], [79, 71], [84, 30, 36], [80, 69], [72, 78], [43, 33, 73], [73, 44, 30], [49, 47, 43], [39, 42, 42, 27], [49, 33, 42, 24], [38, 30, 42, 38], [26, 36, 41, 46], [32, 41, 43, 29], [38, 36, 33, 37], [28, 44, 35, 32], [23, 25]]
81 :  49   [[96, 43], [98, 49], [94, 55], [83, 41, 24], [74, 73], [84, 60], [93, 57], [84, 64], [84, 43, 23], [93, 57], [98, 46], [78, 70], [85, 62], [83, 59], [96, 49], [98, 49], [29, 79, 39], [92, 57], [87, 62], [85, 60], [76, 72], [90, 58], [91, 58], [80, 69], [81, 58], [80, 70], [70, 79], [82, 66], [78, 71], [86, 43, 20], [80, 69], [91, 57], [84, 39, 27], [55, 84], [82, 67], [74, 73], [78, 69], [78, 45, 26], [73, 73], [46, 42, 55], [44, 50, 47], [33, 43, 33, 38], [36, 38, 42, 30], [41, 42, 42, 25], [44, 30, 38, 28], [42, 27, 36, 45], [36, 30, 41, 37], [33, 32, 35, 32], [25, 23]]
82 :  49   [[98, 49], [73, 73], [96, 49], [85, 57], [83, 58], [91, 57], [98, 49], [94, 55], [70, 79], [90, 60], [79, 66], [78, 71], [96, 42], [91, 58], [81, 69], [69, 80], [85, 57], [98, 50], [93, 57], [93, 55], [92, 55], [86, 64], [84, 62], [82, 62], [74, 76], [74, 70], [84, 41, 25], [83, 44, 23], [70, 80], [84, 60], [73, 73], [84, 45, 20], [82, 67], [87, 47], [78, 72], [42, 84, 24], [46, 80, 23], [78, 69], [78, 46, 26], [32, 42, 41, 33], [44, 38, 41, 27], [42, 42, 45], [36, 43, 30, 36], [59, 58, 33], [43, 36, 38, 32], [43, 33, 43, 30], [37, 38, 39, 35], [39, 27, 28, 30, 25], [29]]
83 :  49   [[38, 67, 45], [98, 49], [81, 69], [62, 85], [74, 73], [91, 58], [80, 70], [93, 57], [82, 55], [80, 70], [83, 58], [98, 47], [85, 57], [96, 49], [82, 62], [93, 57], [87, 60], [96, 50], [98, 46], [90, 55], [86, 59], [92, 58], [84, 64], [74, 33, 41], [80, 70], [69, 79], [94, 45], [91, 57], [78, 69], [60, 84], [84, 66], [72, 78], [84, 55], [79, 71], [73, 73], [73, 38, 26], [78, 46, 25], [84, 42, 23], [43, 83, 23], [78, 43, 28], [42, 76, 32], [49, 43, 44], [42, 43, 36, 29], [36, 39, 44, 30], [38, 42, 41, 27], [27, 41, 42, 39], [35, 32, 37, 33], [36, 33, 30, 30, 20], [25, 24]]
84 :  49   [[87, 57], [83, 62], [96, 49], [98, 45], [90, 49], [93, 57], [85, 57], [84, 62], [78, 64], [98, 50], [80, 70], [84, 58], [80, 70], [78, 69], [98, 49], [79, 47, 24], [94, 55], [84, 42, 23], [73, 74], [91, 55], [86, 60], [93, 57], [92, 58], [96, 46], [85, 43, 20], [72, 73], [83, 67], [76, 71], [82, 55], [91, 58], [81, 69], [70, 79], [74, 73], [84, 66], [82, 60], [42, 73, 33], [84, 42, 23], [80, 41, 26], [43, 78, 27], [78, 69], [59, 43, 41], [43, 30, 42, 33], [44, 30, 36, 36], [45, 38, 39, 28], [38, 41, 42, 29], [46, 36, 38, 30], [33, 44, 32, 35], [37, 39, 32, 27], [25, 25]]
85 :  49   [[78, 70], [84, 66], [96, 49], [98, 49], [93, 57], [90, 60], [93, 43], [62, 84], [94, 55], [82, 59], [84, 42, 24], [87, 57], [78, 70], [91, 58], [76, 74], [73, 70], [98, 50], [98, 47], [96, 41], [83, 60], [86, 58], [81, 69], [79, 69], [80, 64], [82, 57], [91, 44], [73, 45, 32], [84, 62], [83, 67], [80, 69], [92, 49], [71, 78], [84, 55], [85, 33, 30], [72, 78], [73, 32, 45], [80, 38, 30], [79, 58], [85, 57], [39, 43, 42, 26], [74, 73], [33, 42, 46, 28], [55, 44, 36], [25, 46, 43, 36], [39, 42, 43, 25], [42, 37, 41, 30], [38, 41, 36, 35], [33, 38, 27, 29, 23], [27, 23, 20]]
86 :  49   [[96, 49], [98, 50], [98, 42], [98, 49], [79, 69], [93, 57], [86, 64], [96, 49], [84, 57], [79, 71], [92, 58], [83, 67], [80, 70], [87, 62], [36, 84, 30], [91, 58], [94, 55], [78, 70], [73, 74], [81, 69], [84, 66], [60, 82], [91, 58], [84, 62], [78, 60], [82, 42, 23], [47, 93], [73, 74], [84, 57], [80, 70], [83, 55], [73, 76], [80, 69], [55, 85], [90, 57], [78, 72], [85, 45], [73, 59], [46, 78, 25], [33, 43, 44, 30], [44, 43, 28, 33], [46, 36, 43, 25], [42, 41, 43, 23], [41, 42, 41, 26], [38, 42, 45, 24], [39, 38, 38, 33], [39, 36, 32, 37], [20, 27, 35, 32, 30], [29, 27]]
87 :  49   [[94, 55], [93, 49], [78, 57], [91, 58], [57, 90], [98, 43], [91, 57], [85, 64], [98, 50], [73, 73], [96, 49], [78, 70], [96, 44], [87, 62], [98, 46], [93, 55], [78, 72], [92, 58], [84, 66], [84, 60], [86, 62], [80, 69], [73, 74], [83, 60], [81, 69], [80, 70], [84, 59], [85, 47], [82, 67], [82, 33, 33], [83, 58], [84, 55], [80, 39, 28], [84, 42, 24], [79, 69], [74, 76], [79, 30, 37], [78, 70], [71, 73], [41, 42, 41, 23], [44, 57, 45], [49, 42, 38, 20], [30, 43, 38, 36], [39, 42, 45, 23], [36, 43, 29, 42], [36, 30, 46, 38], [41, 43, 32, 27], [26, 35, 33, 27, 25], [32, 25]]
88 :  49   [[85, 60], [80, 70], [93, 55], [85, 64], [98, 49], [69, 80], [90, 60], [93, 57], [86, 58], [83, 58], [92, 58], [70, 80], [83, 66], [73, 74], [87, 62], [94, 55], [84, 62], [98, 49], [82, 57], [91, 57], [96, 44], [78, 67], [98, 50], [91, 59], [78, 70], [74, 76], [73, 49, 25], [84, 55], [96, 44], [84, 57], [84, 42, 24], [84, 43, 23], [81, 69], [79, 71], [78, 72], [82, 43, 25], [73, 73], [79, 39, 29], [69, 78], [42, 45, 41, 20], [43, 42, 38, 27], [46, 33, 38, 32], [39, 38, 47, 26], [42, 46, 41], [43, 36, 42, 28], [45, 33, 41, 30], [35, 37, 36, 33], [32, 36, 30, 30], [23, 27]]
89 :  49   [[86, 58], [98, 49], [85, 62], [98, 46], [78, 69], [84, 60], [78, 70], [90, 55], [72, 78], [96, 50], [96, 49], [98, 49], [93, 57], [82, 67], [84, 62], [91, 57], [92, 58], [79, 69], [87, 55], [94, 55], [82, 66], [84, 41, 25], [93, 57], [83, 59], [81, 69], [85, 64], [91, 47], [73, 73], [78, 70], [80, 45, 24], [45, 80, 23], [84, 58], [73, 73], [74, 76], [80, 70], [83, 44, 23], [84, 36, 30], [43, 71, 32], [79, 60], [74, 43, 33], [39, 43, 42, 25], [57, 42, 46], [41, 44, 42, 20], [38, 42, 43, 27], [36, 33, 30, 38], [37, 33, 39, 41], [42, 38, 32, 36], [27, 35, 28, 29, 30], [26]]
90 :  49   [[92, 58], [74, 76], [96, 42], [93, 57], [70, 80], [94, 55], [98, 49], [80, 69], [82, 58], [96, 49], [86, 60], [84, 64], [73, 73], [70, 80], [85, 62], [45, 98], [84, 42, 23], [84, 60], [37, 87, 25], [90, 57], [78, 71], [98, 50], [91, 59], [79, 69], [78, 43, 29], [70, 79], [84, 66], [83, 67], [74, 72], [84, 62], [91, 58], [93, 57], [85, 49], [69, 78], [78, 36, 30], [73, 73], [83, 57], [47, 55, 44], [82, 43, 24], [27, 38, 44, 39], [81, 41, 26], [55, 45, 42], [43, 46, 43], [41, 39, 46, 23], [36, 42, 42, 30], [36, 33, 41, 38], [38, 32, 33, 32], [35, 33, 30, 28, 20], [27, 25]]
91 :  49   [[78, 70], [96, 50], [96, 46], [83, 67], [82, 30, 38], [98, 49], [98, 49], [84, 59], [78, 71], [94, 33, 23], [93, 57], [70, 80], [98, 46], [78, 70], [92, 57], [87, 55], [91, 58], [82, 38, 30], [93, 57], [84, 62], [84, 60], [91, 58], [80, 69], [83, 66], [73, 73], [85, 60], [84, 58], [74, 73], [72, 78], [84, 55], [80, 69], [79, 69], [79, 64], [86, 62], [90, 57], [81, 33, 29], [76, 74], [73, 45, 32], [85, 30, 32], [43, 39, 37, 26], [55, 43, 41], [36, 49, 42, 23], [42, 38, 42, 27], [44, 43, 42, 20], [43, 44, 35, 27], [47, 42, 45], [41, 39, 36, 33], [36, 41, 28, 25], [24, 25]]
92 :  49   [[72, 78], [98, 50], [98, 46], [96, 49], [94, 55], [84, 57], [81, 69], [90, 32, 28], [93, 57], [91, 49], [85, 60], [92, 58], [98, 46], [70, 80], [91, 58], [83, 62], [93, 57], [45, 74, 30], [96, 49], [83, 59], [80, 70], [86, 64], [45, 80, 25], [42, 84, 24], [85, 62], [87, 58], [84, 60], [84, 55], [84, 42, 23], [79, 69], [73, 73], [78, 71], [82, 67], [76, 73], [70, 78], [69, 79], [66, 82], [78, 43, 26], [74, 73], [41, 38, 39, 32], [43, 33, 44, 30], [55, 43, 42], [42, 42, 57], [47, 43, 41], [36, 41, 30, 36], [36, 33, 44, 37], [38, 38, 35, 33], [29, 39, 27, 27, 25], [23, 20]]
93 :  49   [[58, 92], [84, 36, 28], [85, 60], [98, 49], [82, 62], [84, 60], [90, 55], [98, 47], [96, 45], [94, 41], [86, 62], [98, 49], [91, 59], [87, 55], [93, 57], [93, 57], [96, 43], [73, 73], [84, 58], [76, 74], [81, 69], [66, 84], [85, 57], [79, 69], [91, 57], [70, 80], [55, 84], [73, 74], [82, 67], [80, 70], [80, 69], [42, 78, 30], [83, 64], [83, 46, 20], [78, 72], [78, 70], [25, 79, 44], [78, 71], [58, 49, 38], [43, 33, 73], [32, 44, 41, 33], [37, 42, 42, 29], [42, 43, 39, 26], [36, 43, 38, 30], [50, 45, 27, 27], [35, 38, 42, 32], [46, 41, 36, 25], [39, 33, 30, 23, 24], [23]]
94 :  49   [[98, 49], [84, 58], [96, 37], [81, 69], [64, 84], [80, 70], [58, 86], [98, 49], [94, 55], [93, 57], [98, 47], [83, 55], [78, 72], [73, 74], [80, 70], [96, 45], [87, 57], [55, 91], [93, 57], [91, 59], [84, 41, 25], [92, 57], [85, 44, 20], [80, 43, 27], [78, 70], [85, 60], [76, 74], [90, 60], [84, 62], [78, 69], [84, 58], [69, 79], [78, 71], [82, 66], [49, 83], [82, 67], [79, 62], [33, 73, 42], [73, 73], [43, 50, 30, 26], [36, 42, 42, 30], [35, 43, 42, 24], [38, 45, 39, 27], [43, 42, 32, 33], [44, 23, 46, 36], [38, 41, 46, 25], [39, 38, 41, 30], [28, 33, 36, 32], [29, 23]]
95 :  49   [[91, 57], [84, 66], [98, 50], [98, 49], [86, 58], [91, 42], [82, 43, 25], [87, 60], [47, 96], [84, 64], [83, 58], [94, 55], [78, 71], [83, 67], [96, 46], [92, 58], [70, 80], [78, 70], [84, 60], [84, 57], [93, 57], [93, 55], [85, 62], [78, 69], [78, 41, 29], [82, 42, 23], [81, 69], [69, 80], [90, 59], [76, 73], [98, 49], [85, 62], [73, 73], [84, 33, 33], [79, 70], [57, 80], [79, 44, 27], [43, 72, 33], [73, 74], [74, 41, 35], [43, 46, 42], [39, 44, 55], [32, 45, 42, 30], [45, 42, 41, 20], [38, 38, 30, 43], [49, 38, 36, 27], [36, 39, 37, 36], [25, 23, 30, 32, 28], [26, 24]]
96 :  49   [[98, 49], [60, 73], [84, 58], [94, 55], [90, 59], [84, 62], [78, 71], [91, 55], [82, 67], [80, 70], [74, 73], [70, 80], [98, 50], [98, 49], [96, 49], [83, 57], [96, 44], [80, 69], [91, 58], [92, 58], [93, 57], [32, 76, 42], [82, 64], [85, 38, 26], [86, 62], [85, 42, 23], [83, 66], [73, 74], [69, 78], [93, 57], [84, 43, 23], [72, 78], [81, 57], [79, 70], [84, 60], [78, 46, 25], [87, 42, 20], [73, 44, 33], [79, 69], [84, 36, 25], [46, 33, 33, 38], [55, 43, 39], [47, 42, 45], [45, 41, 41], [43, 30, 39, 38], [30, 43, 42, 30], [36, 36, 41, 37], [35, 28, 32, 29, 24], [27, 27]]
97 :  49   [[91, 57], [90, 60], [96, 49], [82, 67], [71, 74], [72, 78], [85, 62], [69, 80], [73, 73], [83, 59], [96, 50], [78, 70], [87, 62], [98, 46], [76, 70], [86, 64], [78, 70], [98, 49], [92, 58], [81, 69], [57, 85], [94, 28, 27], [84, 43, 23], [91, 58], [93, 57], [69, 79], [80, 60], [66, 84], [84, 57], [93, 55], [82, 55], [98, 49], [73, 73], [84, 42, 24], [84, 36, 30], [78, 58], [55, 83], [41, 80, 27], [74, 33, 42], [79, 44, 23], [33, 43, 36, 30], [44, 43, 41, 20], [39, 42, 39, 30], [46, 45, 42], [41, 38, 43, 25], [42, 45, 32, 29], [33, 47, 32, 38], [36, 37, 38, 35], [26, 25]]
98 :  49   [[78, 70], [93, 57], [84, 42, 24], [96, 49], [78, 62], [70, 80], [98, 43], [87, 60], [96, 49], [49, 57, 43], [74, 76], [92, 57], [91, 59], [84, 58], [85, 64], [79, 71], [42, 78, 30], [98, 46], [86, 60], [82, 67], [84, 50], [83, 66], [85, 55], [98, 47], [83, 62], [93, 57], [80, 69], [73, 73], [91, 58], [94, 55], [90, 55], [84, 42, 23], [82, 45, 23], [44, 69, 36], [43, 72, 25], [81, 69], [84, 39, 27], [79, 70], [73, 73], [78, 42, 29], [80, 43, 27], [74, 44, 32], [38, 58, 45], [46, 41, 42, 20], [41, 41, 36, 32], [38, 33, 37, 38], [35, 39, 33, 33], [36, 28, 30, 30, 26], [25]]
99 :  49   [[94, 44], [93, 57], [69, 80], [98, 46], [98, 50], [91, 57], [96, 49], [91, 59], [92, 55], [98, 49], [84, 60], [90, 58], [82, 60], [83, 64], [76, 70], [74, 73], [93, 55], [83, 57], [85, 45], [87, 57], [79, 69], [84, 62], [80, 70], [84, 42, 24], [82, 66], [85, 41, 23], [74, 73], [80, 70], [96, 49], [58, 86], [47, 78, 25], [69, 81], [79, 71], [78, 46, 26], [73, 73], [78, 72], [37, 84, 29], [84, 39, 27], [78, 67], [58, 44, 43], [36, 43, 43, 28], [41, 42, 42, 25], [42, 62, 36], [41, 27, 55, 23], [43, 38, 38, 30], [45, 32, 42, 30], [38, 36, 39, 33], [35, 33, 33, 32], [30, 20]]
100 :  49   [[98, 47], [94, 55], [70, 57, 23], [84, 64], [84, 43, 23], [98, 46], [96, 49], [91, 58], [82, 44, 24], [91, 32, 27], [80, 60], [84, 66], [85, 36, 27], [90, 42], [93, 57], [93, 57], [83, 62], [69, 79], [86, 58], [96, 49], [84, 62], [85, 58], [84, 57], [92, 55], [78, 72], [78, 70], [82, 43, 25], [87, 60], [80, 70], [98, 49], [79, 69], [73, 76], [78, 42, 30], [59, 80], [78, 71], [83, 67], [81, 69], [55, 50, 45], [74, 73], [74, 73], [73, 45, 32], [43, 46, 38, 20], [42, 42, 36, 30], [39, 38, 41, 30], [44, 38, 42, 25], [33, 39, 43, 33], [41, 41, 36, 29], [37, 33, 35, 28], [26]]
shotest_path_120: ([[85, 64], [98, 45], [96, 47], [98, 49], [84, 66], [86, 58], [83, 59], [80, 69], [91, 57], [78, 70], [84, 42, 24], [98, 50], [93, 55], [96, 49], [71, 79], [82, 67], [79, 69], [84, 60], [93, 55], [94, 55], [91, 58], [83, 29, 36], [70, 80], [84, 62], [74, 76], [80, 70], [82, 62], [92, 57], [81, 69], [87, 60], [90, 57], [85, 57], [32, 84, 30], [78, 49, 23], [73, 74], [78, 72], [73, 73], [73, 44, 32], [78, 46, 26], [42, 42, 45, 20], [58, 44, 43], [33, 42, 43, 25], [38, 39, 36, 37], [41, 41, 41, 27], [43, 36, 43, 25], [46, 39, 28, 35], [38, 42, 30, 38], [33, 33, 30, 27, 23]], 0.9666537037037038)   48
